name,id,nametype,recclass,mass,fall,year,reclat,reclong,log_mass,is_outlier
al-Ghanim (stone),469,Valid,L6,3755.0,Found,1960.0,19.7,53.96667,3.574609941455845,0
Algoma,470,Valid,"Iron, IAB-sHL",4100.0,Found,1887.0,44.65,-87.46667,3.612783856825661,0
Alikatnima,471,Valid,"Iron, ungrouped",20000.0,Found,1931.0,-23.33333,134.11667,4.301029995685696,0
al-Jimshan,473,Valid,H4,11450.0,Found,1955.0,20.7,52.83333,4.058805486713837,0
Alkhamasin,475,Valid,"Iron, IIAB",1200000.0,Found,1973.0,20.6,44.88333,6.079181246047987,1
Allen,2277,Valid,H4,1407.0,Found,1923.0,33.1,-96.7,3.148294097743413,0
Almelo Township,2281,Valid,L5,3180.0,Found,1949.0,39.6,-100.11667,3.5024271201210033,0
Alt Bela,2283,Valid,"Iron, IID",4000.0,Found,1898.0,49.76667,18.25,3.602059991436536,0
Altonah,2286,Valid,"Iron, IVA",21500.0,Found,1932.0,40.56667,-110.48333,4.332438459935805,0
Amber,2291,Valid,L6,4532.0,Found,1934.0,35.16667,-97.88333,3.656289901287188,0
Ameca-Ameca,2292,Valid,Iron,1.2,Found,1889.0,20.58333,-104.06667,0.07918160795954224,0
Amherst,2293,Valid,L6,8500.0,Found,1947.0,40.8,-99.2,3.929418925765386,0
Andryushki,2297,Valid,L6,26.6,Found,1898.0,49.65,29.63333,1.424881652957927,0
Angelica,2300,Valid,"Iron, IIIAB",14800.0,Found,1916.0,44.25,-88.25,4.170261715424301,0
Annaheim,2306,Valid,"Iron, IAB-sLL",13500.0,Found,1916.0,52.33333,-104.86667,4.130333768527176,0
Anoka,2307,Valid,"Iron, IAB-sLM",1108.0,Found,1961.0,45.2,-93.43333,3.0445397607843736,0
Anson,2308,Valid,L6,3900.0,Found,1972.0,39.33333,-97.56167,3.5910646071378567,0
Answer,2309,Valid,Iron,11090.0,Found,1970.0,-21.65972,140.90694,4.044931546188321,0
Anthony,2310,Valid,H5,20000.0,Found,1919.0,37.08333,-98.05,4.301029995685696,0
Anton,2311,Valid,H4,41800.0,Found,1965.0,33.7825,-102.18111,4.621176281785425,0
Apex,2315,Valid,L6,6.1,Found,1938.0,39.75,-105.2,0.7853299062065779,0
Apoala,2317,Valid,"Iron, IIIAB",85000.0,Found,1889.0,17.7,-97.0,4.929418925719402,0
Aprel'sky,2319,Valid,"Iron, IIIAB",54600.0,Found,1969.0,53.3,126.11667,4.737192642712691,0
Arapahoe,2323,Valid,L5,19083.0,Found,1940.0,38.8,-102.2,4.280646650318953,0
Araslanovo,2324,Valid,L/LL5,132000.0,Found,1973.0,55.14167,48.2,5.12057393120914,0
Arcadia,2326,Valid,LL6,19400.0,Found,1937.0,41.41667,-99.1,4.287801729952612,0
Arch,2327,Valid,CV3,985.8,Found,1972.0,34.15,-103.22,2.9937888142592555,0
Argonia,2331,Valid,"Pallasite, PMG-an",84.0,Found,1940.0,37.26667,-97.76667,1.924279291232054,0
Arispe,2332,Valid,"Iron, IC",683000.0,Found,1896.0,30.33333,-109.98333,5.834420703682168,0
Arlington,2333,Valid,"Iron, IIE-an",8940.0,Found,1894.0,44.6,-94.1,3.9513375188444964,0
Arltunga,2334,Valid,"Iron, IID-an",18100.0,Found,1908.0,-23.33333,134.66667,4.257678574893179,0
Armanty,2335,Valid,"Iron, IIIE",28000000.0,Found,1898.0,47.0,88.0,7.4471580313422345,1
Armel,2336,Valid,L5,9200.0,Found,1967.0,39.76667,-102.13333,3.9637878273927614,0
Arrabury,2337,Valid,H6,5300.0,Found,1960.0,-26.5,141.08333,3.7242758696827316,0
ar-Rakhbah,2338,Valid,Iron,462.0,Found,1955.0,20.6,52.5,2.664641976496157,0
Arriba,2339,Valid,L5,31100.0,Found,1936.0,39.3,-103.25,4.492760389040802,0
Artracoona,2341,Valid,L6,20810.0,Found,1914.0,-29.06667,139.91667,4.3182720802324965,0
Asheville,2347,Valid,"Iron, IIIAB",800.0,Found,1839.0,35.58333,-82.53333,2.9030899875348117,0
Ashfork,2348,Valid,"Iron, IAB-MG",27000.0,Found,1901.0,35.25,-112.5,4.431363764175073,0
Ashmore,2349,Valid,H5,55400.0,Found,1969.0,32.9,-102.28333,4.743509764736269,0
ash-Shalfah,2350,Valid,L4,935.0,Found,1961.0,21.875,49.71944,2.970811611337004,0
Assam,2351,Valid,L5,2700.0,Found,1846.0,26.0,92.0,3.431363764319837,0
as-Sanam,2352,Valid,Stone-uncl,1915.0,Found,1954.0,22.75,51.16667,3.2821687785314273,0
as-Su'aydan,2354,Valid,L5,5855.0,Found,1960.0,21.25417,55.305,3.767526899482557,0
Aswan,4882,Valid,"Iron, IAB-ung",12000.0,Found,1955.0,23.98611,32.62361,4.079181246083816,0
Atlanta,4886,Valid,EL6,5500.0,Found,1938.0,31.8,-92.75,3.7403626895732067,0
Atwood,4891,Valid,L6,2100.0,Found,1963.0,40.51667,-103.26667,3.322219294940726,0
Atwood (b),4892,Valid,OC,77.0,Found,1964.0,40.51667,-103.26667,1.88649073081267,0
Auburn,4894,Valid,"Iron, IIG",3630.0,Found,1867.0,32.63333,-85.5,3.5599066251557527,0
Augusta County,4897,Valid,"Iron, IIIAB",76000.0,Found,1858.0,38.16667,-79.08333,4.880813592286506,0
Augustinovka,4898,Valid,"Iron, IIIAB",400000.0,Found,1890.0,48.06667,35.08333,5.602059991329048,0
Aurora,4901,Valid,H4,1000.0,Found,1938.0,36.33333,-105.05,3.0000000004342944,0
Avoca (Western Australia),4909,Valid,"Iron, IIIAB",37850.0,Found,1966.0,-30.85,122.31667,4.578065883847565,0
Axtell,4911,Valid,CV3,6200.0,Found,1943.0,31.66,-96.97167,3.7923916895683014,0
Baandee,4914,Valid,H6,256.3,Found,1967.0,-31.61667,118.03333,2.4087486078787212,0
Babb's Mill (Blake's Iron),4915,Valid,"Iron, ungrouped",136000.0,Found,1876.0,36.3,-82.88333,5.133538908373411,0
Babb's Mill (Troost's Iron),4916,Valid,"Iron, ungrouped",6400.0,Found,1842.0,36.3,-82.88333,3.8061799740517457,0
Bacubirito,4919,Valid,"Iron, ungrouped",22000000.0,Found,1863.0,26.2,-107.83333,7.342422680822226,1
Bagdad,4920,Valid,"Iron, IIIAB",2200.0,Found,1959.0,34.613317,-113.398967,3.3424226810196127,0
Bagnone,4921,Valid,"Iron, IIIAB",48000.0,Found,1904.0,44.31667,9.98333,4.681241237384635,0
Bald Eagle,4924,Valid,"Iron, IIIAB",3200.0,Found,1891.0,41.28333,-77.05,3.505149978455623,0
Balfour Downs,4927,Valid,"Iron, IAB-sLL",2400.0,Found,1962.0,-22.75,120.83333,3.380211241892562,0
Ballarat,4929,Valid,"Iron, IAB complex",15.0,Found,1867.0,-37.57083,143.82533,1.1760912880086458,0
Ballinger,4930,Valid,"Iron, IAB-MG",1250.0,Found,1927.0,31.76667,-99.98333,3.096910013355492,0
Ballinoo,4931,Valid,"Iron, IIC",42200.0,Found,1892.0,-27.7,115.76667,4.625312450971965,0
Baquedano,4939,Valid,"Iron, IIIAB",22000.0,Found,1932.0,-23.3,-69.88333,4.342422680841947,0
Barbacena,4940,Valid,"Iron, ungrouped",9026.0,Found,1918.0,-21.21667,-43.93333,3.955495329232243,0
Barbianello,4941,Valid,"Iron, ungrouped",860.0,Found,1960.0,45.05778,9.19556,2.9344984517485613,0
Barcis,4945,Valid,"Pallasite, PMG",87.0,Found,1950.0,46.1,12.35,1.9395192576105091,0
Barranca Blanca,4950,Valid,"Iron, IIE-an",12000.0,Found,1855.0,-28.08333,-69.33333,4.079181246083816,0
Barratta,4951,Valid,L4,200000.0,Found,1845.0,-35.3,144.56667,5.301029995666153,0
Bartlett,4953,Valid,"Iron, IIIAB",8590.0,Found,1938.0,30.83333,-97.5,3.9339931638818006,0
Barwise,4955,Valid,H5,10400.0,Found,1950.0,34.0,-101.5,4.017033339340539,0
Batesland,4973,Valid,H5,2500.0,Found,1961.0,43.13333,-102.1,3.3979400088457554,0
Bealiba,4981,Valid,L6,652.0,Found,1950.0,-36.8,143.55,2.814247596398016,0
Bear Creek,4982,Valid,"Iron, IIIAB",227000.0,Found,1866.0,39.6,-105.3,5.356025857195036,0
Bear Lodge,4983,Valid,"Iron, IIIAB",48500.0,Found,1931.0,44.5,-104.2,4.685741738611219,0
Beaver,4985,Valid,L5,25628.0,Found,1940.0,36.8,-100.53333,4.408714715336769,0
Beeler,4994,Valid,LL6,11620.0,Found,1924.0,38.53333,-100.21667,4.0652061280916865,0
Beenham,4995,Valid,L5,44400.0,Found,1937.0,36.21667,-103.65,4.647382970124402,0
Bella Roca,5003,Valid,"Iron, IIIAB",33000.0,Found,1888.0,24.9,-105.4,4.518513939891048,0
Belle Plaine,5004,Valid,L6,78800.0,Found,1950.0,37.31667,-97.25,4.896526217495067,0
Bellsbank,5006,Valid,"Iron, IIG",38000.0,Found,1955.0,-28.08333,24.08333,4.579783596628239,0
Belly River,5007,Valid,H6,7900.0,Found,1943.0,49.5,-113.0,3.8976270913454156,0
Belmont,5008,Valid,H6,25300.0,Found,1958.0,42.73333,-90.35,4.403120521192983,0
Bencubbin,5014,Valid,CBa,118000.0,Found,1930.0,-30.75,117.78333,5.071882007309806,0
Bendegó,5015,Valid,"Iron, IC",5360000.0,Found,1784.0,-10.11667,-39.2,6.7291647896928515,1
Bendock,5016,Valid,Pallasite,27000.0,Found,1898.0,-37.15,148.91667,4.431363764175073,0
Benedict,5017,Valid,"Iron, IIIAB",16380.0,Found,1970.0,41.0,-97.53333,4.214313897450913,0
Benjamin,5020,Valid,H4/5,51800.0,Found,1969.0,33.58333,-99.8,4.714329759753617,0
Bennett County,5022,Valid,"Iron, IIAB",89000.0,Found,1934.0,43.5,-101.25,4.949390006649793,0
Benthullen,5025,Valid,L6,17000.0,Found,1951.0,53.05,8.1,4.230448921403821,0
Berdyansk,5027,Valid,L6,2250.0,Found,1843.0,46.75,36.81667,3.352182518304382,0
Bethel (a),5030,Valid,OC,18.3,Found,1968.0,34.23333,-103.38333,1.2624511134623677,0
Bethel (b),5031,Valid,H4,56.8,Found,1968.0,34.24667,-103.395,1.7543483433570484,0
Bethune,5033,Valid,EH4/5,67.0,Found,1941.0,39.3,-102.41667,1.8260748091828336,0
Big Rock Donga,5044,Valid,H6,19000.0,Found,1970.0,-30.55,130.96667,4.278753600975686,0
Billings,5047,Valid,"Iron, IIIAB",24500.0,Found,1903.0,37.06667,-93.55,4.389166084382259,0
Billygoat Donga,5048,Valid,L6,893.0,Found,1962.0,-30.13333,126.36667,2.9508514593748782,0
Binda,5049,Valid,Eucrite-cm,5400.0,Found,1912.0,-34.31667,149.38333,3.7323937599033936,0
Bingera,5050,Valid,"Iron, IIAB",10841.0,Found,1880.0,-29.88333,150.56667,4.0350693444611645,0
Binneringie,55546,Valid,H5,9056.0,Found,1946.0,-31.4875,122.12389,3.956936413892153,0
Bir Hadi,5053,Valid,H5,855.0,Found,1958.0,19.41667,51.03333,2.9319661152361194,0
Bischtübe,5057,Valid,"Iron, IAB-sLL",48250.0,Found,1888.0,51.95,62.2,4.683497317688812,0
Bishop Canyon,5058,Valid,"Iron, IVA",8600.0,Found,1912.0,38.0,-108.5,3.934498451294067,0
Bison,5061,Valid,LL6,11000.0,Found,1958.0,38.30667,-99.71,4.041392685197707,0
Bitburg,5062,Valid,"Iron, IAB complex",1500000.0,Found,1805.0,49.96667,6.53333,6.176091259055971,1
Black Mountain,5066,Valid,"Iron, IAB-MG",800.0,Found,1839.0,35.58333,-82.35,2.9030899875348117,0
Bledsoe,5074,Valid,H4,30500.0,Found,1970.0,33.59167,-103.02667,4.484299839361025,0
Blithfield,5075,Valid,EL6,1830.0,Found,1910.0,45.5,-77.0,3.262451089967749,0
Blue Tier,5077,Valid,Iron,1400.0,Found,1890.0,-41.18333,148.03333,3.1461280359884483,0
Bluewater,5078,Valid,"Iron, IIIAB",9540.0,Found,1946.0,35.26667,-107.96667,3.9795483747496188,0
Bluff (a),5087,Valid,L5,153300.0,Found,1878.0,29.87861,-96.87222,5.185542154857208,0
Bluff (b),5088,Valid,L4,16000.0,Found,1917.0,29.86306,-96.92667,4.204119982683068,0
Boaz (stone),5091,Valid,H5,1800.0,Found,1968.0,33.65167,-103.70833,3.255272505344581,0
Bocaiuva,5092,Valid,"Iron, ungrouped",64000.0,Found,1965.0,-17.16667,-43.83333,4.806179973990673,0
Bodaibo,5094,Valid,"Iron, IVA",15900.0,Found,1907.0,57.85,114.2,4.201397124347766,0
Boerne,5095,Valid,H6,1100.0,Found,1932.0,29.8,-98.8,3.0413926855530384,0
Bogoslovka,5096,Valid,H5,2180.0,Found,1948.0,52.5,68.8,3.3384564938038226,0
Bohumilitz,5099,Valid,"Iron, IAB-MG",59000.0,Found,1829.0,49.05,13.76667,4.770852011649505,0
Bolshaya Korta,5101,Valid,H5,1593.0,Found,1939.0,57.63333,83.36667,3.2022157760737584,0
Bond Springs,5102,Valid,H6,6.2,Found,1898.0,-23.5,133.83333,0.7923917595457453,0
Bondoc,5103,Valid,Mesosiderite-B4,888600.0,Found,1956.0,13.51667,122.45,5.948706308905341,0
Bonita Springs,5104,Valid,H5,41800.0,Found,1938.0,26.26667,-81.75,4.621176281785425,0
Boogaldi,5107,Valid,"Iron, IVA",2000.0,Found,1900.0,-31.15,149.11667,3.3010299958811284,0
Boolka,5108,Valid,H5,12000.0,Found,1968.0,-30.06667,141.06667,4.079181246083816,0
Borrego,5115,Valid,L6,2126.0,Found,1930.0,33.26667,-116.38333,3.3275632603915555,0
Botetourt County,5116,Valid,Iron,500.0,Found,1850.0,37.5,-79.75,2.698970005204608,0
Bou Hadid,5118,Valid,L,374.0,Found,1969.0,28.3125,0.23333,2.5728716033616954,0
Bowden,5122,Valid,H5,603.0,Found,1907.0,-33.0,26.4,2.780317312860374,0
Bowesmont,5124,Valid,L6,2270.0,Found,1962.0,48.68333,-97.16667,3.356025857384442,0
Bowesmont (b),5125,Valid,L5,1300.0,Found,1972.0,48.78333,-97.35,3.1139433526409093,0
Boxhole,5126,Valid,"Iron, IIIAB",500000.0,Found,1937.0,-22.61667,135.2,5.698970004336887,0
Brady,5129,Valid,L6,927.0,Found,1937.0,31.05,-99.46667,2.967079734612992,0
Brahin,5130,Valid,"Pallasite, PMG",823000.0,Found,1810.0,52.5,30.33333,5.915399835212797,0
Brenham,5136,Valid,"Pallasite, PMG-an",4300000.0,Found,1882.0,37.5825,-99.16361,6.6334684555796875,1
Brewster,5137,Valid,L6,17000.0,Found,1940.0,39.25,-101.33333,4.230448921403821,0
Bridgewater,5139,Valid,"Iron, IID",13600.0,Found,1890.0,35.71667,-81.86667,4.1335389084021505,0
Briggsdale,5141,Valid,"Iron, IIIAB",2230.0,Found,1949.0,40.66667,-104.31667,3.3483048632429115,0
Briscoe,5142,Valid,L5,1773.0,Found,1940.0,34.35,-101.4,3.2487087358458666,0
Bristol,5143,Valid,"Iron, IVA",20000.0,Found,1937.0,36.56667,-82.18333,4.301029995685696,0
Britstown,5144,Valid,"Iron, IAB-ung",544.0,Found,1910.0,-30.58333,23.55,2.7355989004965156,0
Broken Bow,5145,Valid,H4,6800.0,Found,1937.0,41.43333,-99.7,3.8325089127701033,0
Bronco,5147,Valid,OC,972.0,Found,1971.0,33.28333,-102.96667,2.9876662653730794,0
Brownell,5150,Valid,L6,2000.0,Found,1971.0,38.69667,-99.70833,3.3010299958811284,0
Brownfield (1937),5151,Valid,H3.7,40960.0,Found,1937.0,33.21667,-102.18333,4.612359947978377,0
Brownfield (1964),5152,Valid,H5,4100.0,Found,1964.0,33.21667,-102.18333,3.612783856825661,0
Brownfield (iron),5154,Valid,"Iron, IID",1626.0,Found,1960.0,33.21667,-102.18333,3.211120541525143,0
Bruno,5158,Valid,"Iron, IIAB",13000.0,Found,1931.0,52.26667,-105.35,4.113943352340244,0
Buckleboo,5160,Valid,H6,992.0,Found,1963.0,-32.95556,136.1375,2.9965116725919754,0
Budulan,5161,Valid,Mesosiderite-B4,100000.0,Found,1962.0,50.56667,114.9,5.000000000004343,0
Buenaventura,5162,Valid,"Iron, IIIAB",113600.0,Found,1969.0,29.8,-107.55,5.055378331378823,0
Bunjil,5164,Valid,L6,38750.0,Found,1971.0,-29.62917,116.48222,4.588271706853536,0
Burdett,5167,Valid,H5,8600.0,Found,1940.0,38.23333,-99.53333,3.934498451294067,0
Burgavli,5168,Valid,"Iron, IAB-MG",24900.0,Found,1941.0,66.4,137.46667,4.3961993471131775,0
Burkett,5170,Valid,"Iron, IAB-MG",8400.0,Found,1913.0,32.03333,-99.25,3.9242792861135833,0
Burlington,5172,Valid,"Iron, IIIE",68000.0,Found,1819.0,42.75,-75.18333,4.832508912712623,0
Burnabbie,5173,Valid,H5,2515.0,Found,1965.0,-32.05,126.16667,3.400537989564628,0
Burns Flat,5174,Valid,L6,1987.0,Found,1971.0,35.33333,-99.15,3.298197867328383,0
Burrika,5176,Valid,L6,20.4,Found,1966.0,-31.96667,125.83333,1.3096301887148434,0
Bushman Land,5179,Valid,"Iron, IVA",3000.0,Found,1933.0,-30.0,20.0,3.4771212548644272,0
Bushnell,5180,Valid,H4,1240.0,Found,1939.0,41.23333,-103.9,3.0934216855124728,0
Butler,5182,Valid,"Iron, ungrouped",41000.0,Found,1874.0,38.3,-94.36667,4.612783856730328,0
Cacaria,5188,Valid,"Iron, IIIAB",41400.0,Found,1867.0,24.5,-104.8,4.617000341131389,0
Cachari,5189,Valid,Eucrite-mmict,23500.0,Found,1916.0,-36.4,-59.5,4.371067862290217,0
Cachiyuyal,5190,Valid,"Iron, IIIE",2500.0,Found,1874.0,-25.0,-69.5,3.3979400088457554,0
Cadell,5193,Valid,L6,3290.0,Found,1910.0,-34.06667,139.75,3.5171958980819786,0
Calcalong Creek,5194,Valid,Lunar (anorth),19.0,Found,1960.0,-26.45,120.36667,1.2787536238104327,0
Caldera,5196,Valid,Eucrite-mmict,500.0,Found,1967.0,-27.05,-70.8,2.698970005204608,0
Caldwell,5197,Valid,L-imp melt,12900.0,Found,1961.0,37.03333,-97.625,4.110589710332915,0
Calico Rock,5198,Valid,"Iron, IIAB",7275.0,Found,1938.0,36.08333,-92.15,3.8618329977176415,0
Calliham,5201,Valid,L6,40000.0,Found,1958.0,28.41667,-98.25,4.60205999133882,0
Cambria,5203,Valid,"Iron, ungrouped",16300.0,Found,1818.0,43.2,-78.8,4.212187604430602,0
Campbellsville,5245,Valid,"Iron, IIIAB",15400.0,Found,1929.0,37.36667,-85.36667,4.187520720864664,0
Campo de Pucara (iron),5246,Valid,Iron,41.0,Found,1879.0,-27.66667,-67.11667,1.6127838673122836,0
Canton,5254,Valid,"Iron, IIIAB",7030.0,Found,1894.0,34.2,-84.48333,3.846955325081601,0
Canyon,5255,Valid,H?,860.0,Found,1957.0,34.96667,-101.93333,2.9344984517485613,0
Canyon City,5256,Valid,"Iron, IIIAB",8600.0,Found,1875.0,40.9,-123.1,3.934498451294067,0
Canyon Diablo,5257,Valid,"Iron, IAB-MG",30000000.0,Found,1891.0,35.05,-111.03333,7.477121254719677,1
Canyonlands,5258,Valid,H6,1520.0,Found,1961.0,38.18333,-109.88333,3.1818435882304925,0
Cape of Good Hope,5261,Valid,"Iron, IVB",136000.0,Found,1793.0,-33.5,26.0,5.133538908373411,0
Cape York,5262,Valid,"Iron, IIIAB",58200000.0,Found,1818.0,76.13333,-64.93333,7.764922984649896,1
Caperr,5263,Valid,"Iron, IIIAB",113900.0,Found,1869.0,-45.28333,-70.48333,5.056523724082913,0
Carbo,5266,Valid,"Iron, IID",454000.0,Found,1923.0,29.66667,-111.5,5.65705585285806,0
Carcote,5267,Valid,H5,392.0,Found,1888.0,-24.0,-69.0,2.5932860681283514,0
Cardanumbi,5268,Valid,L5,6.4,Found,1966.0,-32.1,125.68333,0.8061800418423947,0
Carlton,5277,Valid,"Iron, IAB-sLM",81200.0,Found,1887.0,31.91667,-98.03333,4.909556029246524,0
Carnegie,5278,Valid,L6,132700.0,Found,1963.0,35.16667,-98.64389,5.122870922867708,0
Caroline,5279,Valid,H5,800.0,Found,1941.0,-37.98333,140.98333,2.9030899875348117,0
Carraweena,5281,Valid,L3.9,31600.0,Found,1914.0,-29.23333,139.93333,4.499687082632147,0
Carthage,5282,Valid,"Iron, IIIAB",127000.0,Found,1840.0,36.26667,-85.98333,5.103803720959377,0
Cartoonkana,5283,Valid,L6,294.0,Found,1914.0,-29.75,141.03333,2.4683473318893494,0
Carver,5284,Valid,"Iron, IIAB",94000.0,Found,1935.0,32.0,-86.0,4.973127853604319,0
Casas Grandes,5285,Valid,"Iron, IIIAB",1545000.0,Found,1867.0,30.4,-107.8,6.188928483761135,1
Casey County,5286,Valid,"Iron, IAB-MG",723.0,Found,1877.0,37.25,-85.0,2.859138297895215,0
Cashion,5287,Valid,H4,5896.8,Found,1936.0,35.84778,-97.70333,3.7706163982653362,0
Casilda,5288,Valid,H5,5250.0,Found,1937.0,-33.1,-61.13333,3.7201593034886797,0
Casimiro de Abreu,5289,Valid,"Iron, IIIAB",25000.0,Found,1947.0,-22.46667,-42.21667,4.397940008689409,0
Castray River,5294,Valid,Iron,10.0,Found,1899.0,-41.5,145.41667,1.000000043429446,0
Catherwood,5298,Valid,L6,3920.0,Found,1965.0,51.965,-107.43833,3.5932860671312468,0
Cavour,5300,Valid,H6,26210.0,Found,1938.0,44.221494,-98.059192,4.4184670209631705,0
Cedar (Kansas),5302,Valid,H6,4900.0,Found,1937.0,39.7,-98.98333,3.690196080117145,0
Cedar (Texas),5303,Valid,H4,26000.0,Found,1900.0,29.82806,-96.90861,4.414973347987521,0
Cedartown,5304,Valid,"Iron, IIAB",11300.0,Found,1898.0,34.01667,-85.26667,4.053078443521853,0
Cee Vee,5305,Valid,H5,3600.0,Found,1959.0,34.2,-100.48333,3.5563025008879245,0
Chamberlin,5317,Valid,H5,2400.0,Found,1941.0,36.2,-102.45,3.380211241892562,0
Chambord,5318,Valid,"Iron, IIIAB",6600.0,Found,1904.0,48.45,-72.06667,3.819543935607671,0
Chañaral,5319,Valid,"Iron, IIIAB",1207.0,Found,1884.0,-26.5,-70.25,3.081707270457162,0
Changxing,5323,Valid,H5,27900.0,Found,1964.0,31.33333,121.66667,4.445604203289164,0
Channing,5324,Valid,H5,15300.0,Found,1936.0,35.71667,-102.28333,4.184691430845984,0
Charcas,5326,Valid,"Iron, IIIAB",1400000.0,Found,1804.0,23.08333,-101.01667,6.146128035678548,1
Chebankol,5335,Valid,"Iron, IAB-sHL",127760.0,Found,1938.0,53.66667,88.0,5.106394903133825,0
Chesterville,5343,Valid,"Iron, IIAB",16500.0,Found,1849.0,34.7,-81.2,4.217483944240227,0
Chico,5346,Valid,L6,104800.0,Found,1954.0,36.5,-104.2,5.0203612826518516,0
Chico Hills,5347,Valid,H4,8030.0,Found,1951.0,36.0,-104.5,3.904715545332765,0
Chico Mountains,5348,Valid,"Iron, IIAB",212.0,Found,1915.0,29.0,-103.25,2.3263358629773103,0
Chihuahua City,5350,Valid,"Iron, IC",54000.0,Found,1929.0,28.66667,-106.11667,4.732393759831011,0
Chilkoot,5351,Valid,"Iron, IIIAB",43000.0,Found,1881.0,59.33333,-136.0,4.633468455589687,0
Chinautla,5352,Valid,"Iron, IVA-an",5720.0,Found,1902.0,14.5,-90.5,3.75739602886895,0
Chinga,5353,Valid,"Iron, ungrouped",209400.0,Found,1913.0,51.05833,94.4,5.320976677344897,0
Chinguetti,5354,Valid,Mesosiderite-B1,4050.0,Found,1920.0,20.25,-12.68333,3.6074550233219016,0
Chulafinnee,5362,Valid,"Iron, IIIAB",16220.0,Found,1873.0,33.5,-85.66667,4.210050849901912,0
Chupaderos,5363,Valid,"Iron, IIIAB",24300000.0,Found,1852.0,27.0,-105.1,7.38560627359833,1
Cimarron,5365,Valid,CM2,9.64,Found,1948.0,37.85,-100.35,0.9840770789541232,0
Cincinnati,5366,Valid,"Iron, IIAB",1500.0,Found,1870.0,39.11667,-84.5,3.176091259345211,0
Clareton,5371,Valid,L6,1050.0,Found,1931.0,43.7,-104.7,3.021189299483552,0
Clark County,5373,Valid,"Iron, IIIF",11300.0,Found,1937.0,38.0,-84.16667,4.053078443521853,0
Claytonville,5375,Valid,L5,15600.0,Found,1964.0,34.34667,-101.49,4.193124598382301,0
Cleburne,5377,Valid,"Iron, IVA",6800.0,Found,1907.0,32.31667,-97.41667,3.8325089127701033,0
Cleo Springs,5378,Valid,H4,24000.0,Found,1960.0,36.43333,-98.43333,4.380211241729701,0
Cleveland,5379,Valid,"Iron, IIIAB",115000.0,Found,1860.0,34.88333,-84.78333,5.060697840357388,0
Clifford,5380,Valid,L6,11360.0,Found,1962.0,39.1,-103.25833,4.05537833141323,0
Clinton,5381,Valid,Iron,7700.0,Found,1950.0,36.08333,-84.2,3.886490725228884,0
Clover Springs,5384,Valid,Mesosiderite-A2,7700.0,Found,1954.0,34.45,-111.36667,3.886490725228884,0
Clovis (no. 1),5385,Valid,H3.6,283000.0,Found,1961.0,34.3,-103.13472,5.4517864355258245,0
Clovis (no. 2),5386,Valid,L6,41300.0,Found,1963.0,34.3,-103.13333,4.615950051666917,0
Coahuila,5387,Valid,"Iron, IIAB",2100000.0,Found,1837.0,28.7,-102.73333,6.3222192947341265,1
Cobija,5388,Valid,H6,6530.0,Found,1892.0,-22.56667,-70.25,3.8149131813415815,0
Cockarrow Creek,5390,Valid,L6,429.0,Found,1970.0,-26.66667,120.16667,2.632457293197066,0
Cockburn,5391,Valid,L6,2460.0,Found,1946.0,-32.13333,141.03333,3.3909351072799216,0
Cocklebiddy,5392,Valid,H5,19500.0,Found,1949.0,-31.93333,126.21667,4.290034611384789,0
Cocunda,5393,Valid,L6,482.0,Found,1945.0,-32.81667,134.8,2.6830470391398755,0
Colby (Kansas),5394,Valid,H5,2400.0,Found,1940.0,39.41667,-101.05,3.380211241892562,0
Cold Bay,5396,Valid,"Pallasite, PES",320.0,Found,1921.0,55.18333,-162.55,2.505149979677076,0
Coldwater (iron),5398,Valid,Iron,18400.0,Found,1923.0,37.26667,-99.33333,4.264817823033139,0
Coldwater (stone),5399,Valid,H5,16000.0,Found,1924.0,37.26667,-99.33333,4.204119982683068,0
Colfax,5402,Valid,"Iron, IAB-ung",2300.0,Found,1880.0,35.3,-81.73333,3.3617278362064167,0
Colomera,5404,Valid,"Iron, IIE",134000.0,Found,1912.0,37.43333,-3.65,5.127104798368048,0
Colonia Obrera,5405,Valid,"Iron, IIIE",12200.0,Found,1973.0,24.01667,-104.66667,4.086359830710347,0
Colorado Springs,5408,Valid,Iron,462.0,Found,1950.0,38.83333,-104.83333,2.664641976496157,0
Comanche (iron),5414,Valid,"Iron, IAB-sLL",19700.0,Found,1940.0,32.01667,-98.7,4.294466226183638,0
Comanche (stone),5415,Valid,L5,2400.0,Found,1956.0,31.99167,-98.65167,3.380211241892562,0
Commodore,5416,Valid,H6,304.3,Found,1972.0,-31.2,138.3,2.483301953785359,0
Concho,5417,Valid,L6,93500.0,Found,1939.0,32.0,-101.5,4.9708116108771625,0
Cookeville,5431,Valid,"Iron, IAB-ung",2300.0,Found,1913.0,36.16667,-85.51667,3.3617278362064167,0
Coolac,5432,Valid,"Iron, IAB-MG",19280.0,Found,1874.0,-34.96667,148.125,4.285107029589337,0
Coolamon,5433,Valid,L6,393.0,Found,1921.0,-34.81667,147.13333,2.5943925514805017,0
Coolidge,5434,Valid,C4-ung,4500.0,Found,1937.0,38.03333,-101.98333,3.6532125138718534,0
Coomandook,5435,Valid,H6,5230.0,Found,1939.0,-35.41667,139.75,3.7185016889503135,0
Coon Butte,5436,Valid,L6,2750.0,Found,1905.0,35.0,-111.0,3.439332693988188,0
Coonana,5437,Valid,H4,6800.0,Found,1962.0,-29.85,140.7,3.8325089127701033,0
